ID,X,Y,Ti,Hi,Di,Mi
WF-1-BJ8,494027.61974,5403730.244436364,38.31447071877544,255.29116122685429,0.5335964205512346,13
WF-1-BJ9,494052.66432,5403730.240490909,38.30576428099502,255.49606528371666,0.5328066977236063,13
WF-1-BJ10,494077.70889999997,5403730.236545455,38.30366358286402,255.6402190744076,0.5324233048165423,13
WF-1-BJ11,494102.75348,5403730.2326,38.30984871825278,255.71010518145013,0.5325795758624216,13
WF-1-BJ12,494127.79806,5403730.228654545,38.326473761010725,255.69420688763768,0.5334116194811701,13
WF-1-BJ13,494152.84264,5403730.224709091,38.357595968195554,255.5785611405915,0.5351134171905981,13
WF-1-BJ14,494177.88722,5403730.220763636,38.41002070224922,255.3592445431463,0.5378850482373191,13
WF-1-BJ15,494202.9318,5403730.216818182,38.48771205723373,255.06267710820208,0.5416762671229568,13
WF-1-BJ16,494227.97638,5403730.212872727,38.59749620635768,254.70864632098173,0.546526359946659,13
WF-1-BJ17,494253.02096,5403730.208927273,38.74701206305189,254.32009887662088,0.5524644332977745,13
WF-1-BJ18,494278.06554,5403730.204981818,38.94447979523564,253.920364643319,0.5595188503777918,13
WF-1-BJ19,494303.11011999997,5403730.201036364,39.19844787750769,253.53049765554562,0.5677254101177414,13
WF-1-BJ20,494328.1547,5403730.197090909,39.523838322588574,253.1697569419376,0.5772410814640432,13
WF-1-BJ21,494353.19928,5403730.193145455,39.934361139135845,252.84879012385642,0.5882023681828248,13
WF-1-BJ22,494378.24386,5403730.1892,40.42887073489442,252.561886429046,0.6005275663812422,13
WF-1-BJ23,494403.28844,5403730.185254545,41.01274176027195,252.30211564520476,0.6142592027099824,13
WF-1-BJ24,494428.33302,5403730.181309091,41.689542286377176,252.05931322768737,0.6294078249358361,13
WF-1-BJ25,494453.3776,5403730.177363636,42.460590231312864,251.82123705669696,0.6459421180373585,13
WF-1-BJ26,494478.42218,5403730.173418182,43.324484323145015,251.57472431955892,0.6637799410190017,13
WF-1-BJ27,494503.46676,5403730.169472727,44.2838352775057,251.30342304185135,0.6828621133978412,13
WF-1-BJ28,494528.51134,5403730.165527273,45.32417569440552,250.99395104023628,0.7028596298606142,13
WF-1-BJ29,494553.55592,5403730.161581818,46.41841814259853,250.64517935992694,0.7233054304826929,13
WF-1-BJ30,494578.6005,5403730.157636364,47.54327982478031,250.25968151720124,0.7437813156507541,13
WF-1-BJ31,494603.64508,5403730.153690909,48.67024117314701,249.84709804842788,0.7638038487899225,13
WF-1-BJ32,494628.68966000003,5403730.149745455,49.76581210893006,249.4249482582721,0.7828306095053303,13
WF-1-BJ33,494653.73424,5403730.1458,50.79203584348496,249.01923210460768,0.8002686534505092,13
WF-1-BJ34,494678.77882,5403730.141854545,51.6877363534567,248.67813061993402,0.8151291688073757,13
WF-1-BJ35,494703.8234,5403730.137909091,52.397730295149344,248.4635400694706,0.8265984521093374,13
WF-1-BJ36,494728.86798000004,5403730.133963636,52.894927990561264,248.4232013081965,0.8343032786836427,13
WF-1-BJ37,494753.91256,5403730.130018182,53.150964753795876,248.60843484187126,0.8377670368512673,13
WF-1-BJ38,494778.95714,5403730.126072727,53.15009062090919,249.06428017534392,0.8366528323817789,13
WF-1-BJ39,494804.00172,5403730.122127273,52.89209511545024,249.8248917619131,0.8307947710875049,13
WF-1-BJ40,494829.0463,5403730.118181818,52.39470540555354,250.9090736528469,0.8202232684743817,13
WF-1-BJ41,494854.09088000003,5403730.114236364,51.68107841801289,252.3512550834559,0.8047018894256447,13
