ID,X,Y,厚度Ti,弹模Ei,间距Hi,埋深Di,采高Mi,垮落角,面宽,煤柱宽
WF-2-BJ222,496854.74,5404634.22,21.11,24.8,109.68,241.5221,4.00,0.0,0.0,0.0
WF-2-BJ223,496829.70,5404634.22,20.37,24.8,109.56,241.6696,4.00,0.0,0.0,0.0
WF-2-BJ224,496804.66,5404634.22,19.55,24.8,109.55,241.6371,4.00,0.0,0.0,0.0
WF-2-BJ225,496779.62,5404634.22,18.72,24.8,109.53,241.6045,4.00,0.0,0.0,0.0
WF-2-BJ226,496754.57,5404634.22,17.74,24.8,109.73,241.2076,4.00,0.0,0.0,0.0
WF-2-BJ227,496729.53,5404634.22,16.70,24.8,110.00,240.6751,4.00,0.0,0.0,0.0
WF-2-BJ228,496704.49,5404634.22,15.66,24.8,110.28,240.1242,4.00,0.0,0.0,0.0
WF-2-BJ229,496679.45,5404634.22,14.41,24.8,110.90,239.0493,4.00,0.0,0.0,0.0
WF-2-BJ230,496654.41,5404634.22,13.16,24.9,111.53,237.9744,4.00,0.0,0.0,0.0
WF-2-BJ231,496629.36,5404634.22,11.91,24.9,112.22,236.8157,4.00,0.0,0.0,0.0
WF-2-BJ232,496604.32,5404634.22,10.67,24.9,113.05,235.4941,4.00,0.0,0.0,0.0
WF-2-BJ233,496579.28,5404634.22,9.43,24.9,113.88,234.1724,4.00,0.0,0.0,0.0
WF-2-BJ234,496554.24,5404634.22,8.60,25.0,114.49,233.2363,4.00,0.0,0.0,0.0
WF-2-BJ235,496529.20,5404634.22,7.98,25.0,114.97,232.5124,4.00,0.0,0.0,0.0
WF-2-BJ236,496504.15,5404634.22,7.36,25.0,115.45,231.7886,4.00,0.0,0.0,0.0
WF-2-BJ237,496479.11,5404634.22,7.72,25.0,115.10,232.2654,4.00,0.0,0.0,0.0
WF-2-BJ238,496454.07,5404634.22,8.13,24.9,114.70,232.8052,4.00,0.0,0.0,0.0
WF-2-BJ239,496429.03,5404634.22,8.67,24.9,114.16,233.5217,4.00,0.0,0.0,0.0
WF-2-BJ240,496403.99,5404634.22,9.60,24.9,113.21,234.7529,4.00,0.0,0.0,0.0
WF-2-BJ241,496378.94,5404634.22,10.52,24.8,112.25,235.9842,4.00,0.0,0.0,0.0
WF-2-BJ242,496353.90,5404634.22,11.33,24.8,111.37,237.0790,4.00,0.0,0.0,0.0
WF-2-BJ243,496328.86,5404634.22,12.06,24.7,110.55,238.0668,4.00,0.0,0.0,0.0
WF-2-BJ244,496303.82,5404634.22,12.79,24.6,109.72,239.0547,4.00,0.0,0.0,0.0
WF-2-BJ245,496278.78,5404634.22,13.17,24.6,109.31,239.5180,4.00,0.0,0.0,0.0
WF-2-BJ246,496253.73,5404634.22,13.49,24.5,108.96,239.9000,4.00,0.0,0.0,0.0
WF-2-BJ247,496228.69,5404634.22,13.75,24.5,108.69,240.1869,4.00,0.0,0.0,0.0
WF-2-BJ248,496203.65,5404634.22,13.74,24.5,108.82,240.0138,4.00,0.0,0.0,0.0
WF-2-BJ249,496178.61,5404634.22,13.72,24.5,108.96,239.8406,4.00,0.0,0.0,0.0
WF-2-BJ250,496153.57,5404634.22,13.63,24.5,109.22,239.5401,4.00,0.0,0.0,0.0
WF-2-BJ251,496128.52,5404634.22,13.46,24.5,109.62,239.0998,4.00,0.0,0.0,0.0
WF-2-BJ252,496103.48,5404634.22,13.28,24.5,110.02,238.6595,4.00,0.0,0.0,0.0
WF-2-BJ253,496078.44,5404634.22,13.15,24.5,110.24,238.4136,4.00,0.0,0.0,0.0
WF-2-BJ254,496053.40,5404634.22,13.03,24.5,110.41,238.2219,4.00,0.0,0.0,0.0
WF-2-BJ255,496028.36,5404634.22,12.93,24.4,110.52,238.0894,4.00,0.0,0.0,0.0
WF-2-BJ256,496003.31,5404634.22,12.99,24.4,110.03,238.5759,4.00,0.0,0.0,0.0
WF-2-BJ257,495978.27,5404634.22,13.06,24.4,109.54,239.0625,4.00,0.0,0.0,0.0
WF-2-BJ258,495953.23,5404634.22,13.17,24.3,108.83,239.7615,4.00,0.0,0.0,0.0
WF-2-BJ259,495928.19,5404634.22,13.36,24.2,107.79,240.7894,4.00,0.0,0.0,0.0
WF-2-BJ260,495903.15,5404634.22,13.54,24.2,106.75,241.8174,4.00,0.0,0.0,0.0
WF-2-BJ261,495878.10,5404634.22,13.70,24.1,105.66,242.8946,4.00,0.0,0.0,0.0
WF-2-BJ262,495853.06,5404634.22,13.86,24.1,104.55,243.9931,4.00,0.0,0.0,0.0
WF-2-BJ263,495828.02,5404634.22,14.02,24.0,103.43,245.0911,4.00,0.0,0.0,0.0
WF-2-BJ264,495802.98,5404634.22,14.06,24.0,102.56,246.0269,4.00,0.0,0.0,0.0
WF-2-BJ265,495777.94,5404634.22,14.11,24.0,101.69,246.9627,4.00,0.0,0.0,0.0
WF-2-BJ266,495752.89,5404634.22,14.12,24.0,100.92,247.8903,4.00,0.0,0.0,0.0
WF-2-BJ267,495727.85,5404634.22,14.05,24.0,100.36,248.7996,4.00,0.0,0.0,0.0
WF-2-BJ268,495702.81,5404634.22,13.97,24.0,99.80,249.7089,4.00,0.0,0.0,0.0
WF-2-BJ269,495677.77,5404634.22,13.83,24.1,99.40,250.8064,4.00,0.0,0.0,0.0
WF-2-BJ270,495652.73,5404608.55,13.80,24.2,99.23,247.7329,4.00,0.0,0.0,0.0
WF-2-BJ271,495652.73,5404582.88,13.96,24.3,99.34,243.4434,4.00,0.0,0.0,0.0
WF-2-BJ272,495652.73,5404557.22,13.99,24.4,99.15,238.9706,4.00,0.0,0.0,0.0
WF-2-BJ273,495652.73,5404531.55,14.02,24.5,98.96,234.4978,4.00,0.0,0.0,0.0
WF-2-BJ274,495652.73,5404505.88,13.91,24.6,98.56,230.0170,4.00,0.0,0.0,0.0
WF-2-BJ275,495652.73,5404480.22,13.74,24.7,98.08,225.5334,4.00,0.0,0.0,0.0
WF-2-BJ276,495652.73,5404454.55,13.50,24.7,97.57,221.3418,4.00,0.0,0.0,0.0
WF-2-BJ277,495652.73,5404428.88,13.17,24.8,97.00,217.4673,4.00,0.0,0.0,0.0
WF-2-BJ278,495652.73,5404403.22,12.87,24.8,96.48,213.9841,4.00,0.0,0.0,0.0
WF-2-BJ279,495652.73,5404377.55,12.66,24.9,96.12,211.8979,4.00,0.0,0.0,0.0
WF-2-BJ280,495652.73,5404351.88,12.45,24.9,95.76,209.8118,4.00,0.0,0.0,0.0
WF-3-BJ1,495678.04,5404664.22,13.64,23.9,98.92,255.1809,4.00,0.0,0.0,0.0
WF-3-BJ2,495703.08,5404664.22,13.83,23.8,99.18,253.8693,4.00,0.0,0.0,0.0
WF-3-BJ3,495728.12,5404664.22,13.94,23.8,99.58,252.8297,4.00,0.0,0.0,0.0
WF-3-BJ4,495753.16,5404664.22,14.06,23.7,99.97,251.7900,4.00,0.0,0.0,0.0
WF-3-BJ5,495778.20,5404664.22,14.09,23.7,100.56,250.8087,4.00,0.0,0.0,0.0
WF-3-BJ6,495803.24,5404664.22,14.08,23.7,101.24,249.8522,4.00,0.0,0.0,0.0
WF-3-BJ7,495828.28,5404664.22,14.08,23.7,101.91,248.8949,4.00,0.0,0.0,0.0
WF-3-BJ8,495853.32,5404664.22,13.99,23.8,102.82,247.8352,4.00,0.0,0.0,0.0
WF-3-BJ9,495878.36,5404664.22,13.89,23.8,103.72,246.7755,4.00,0.0,0.0,0.0
WF-3-BJ10,495903.40,5404664.22,13.79,23.9,104.62,245.7329,4.00,0.0,0.0,0.0
WF-3-BJ11,495928.44,5404664.22,13.68,24.0,105.51,244.7280,4.00,0.0,0.0,0.0
WF-3-BJ12,495953.48,5404664.22,13.56,24.0,106.40,243.7231,4.00,0.0,0.0,0.0
WF-3-BJ13,495978.52,5404664.22,13.49,24.1,107.06,242.9782,4.00,0.0,0.0,0.0
WF-3-BJ14,496003.56,5404664.22,13.46,24.1,107.58,242.3945,4.00,0.0,0.0,0.0
WF-3-BJ15,496028.60,5404664.22,13.42,24.2,108.09,241.8109,4.00,0.0,0.0,0.0
WF-3-BJ16,496053.64,5404664.22,13.48,24.2,108.18,241.7166,4.00,0.0,0.0,0.0
WF-3-BJ17,496078.68,5404664.22,13.56,24.2,108.23,241.6636,4.00,0.0,0.0,0.0
WF-3-BJ18,496103.72,5404664.22,13.64,24.3,108.24,241.6570,4.00,0.0,0.0,0.0
WF-3-BJ19,496128.76,5404664.22,13.74,24.3,108.13,241.8085,4.00,0.0,0.0,0.0
WF-3-BJ20,496153.80,5404664.22,13.84,24.3,108.01,241.9599,4.00,0.0,0.0,0.0
WF-3-BJ21,496178.84,5404664.22,13.85,24.3,108.00,241.9928,4.00,0.0,0.0,0.0
WF-3-BJ22,496203.87,5404664.22,13.80,24.4,108.09,241.9215,4.00,0.0,0.0,0.0
WF-3-BJ23,496228.91,5404664.22,13.75,24.4,108.17,241.8503,4.00,0.0,0.0,0.0
WF-3-BJ24,496253.95,5404664.22,13.44,24.5,108.59,241.3551,4.00,0.0,0.0,0.0
WF-3-BJ25,496278.99,5404664.22,13.08,24.5,109.08,240.7778,4.00,0.0,0.0,0.0
WF-3-BJ26,496304.03,5404664.22,12.67,24.6,109.62,240.1174,4.00,0.0,0.0,0.0
WF-3-BJ27,496329.07,5404664.22,11.93,24.7,110.50,238.9584,4.00,0.0,0.0,0.0
WF-3-BJ28,496354.11,5404664.22,11.19,24.7,111.38,237.7994,4.00,0.0,0.0,0.0
WF-3-BJ29,496379.15,5404664.22,10.37,24.8,112.30,236.5450,4.00,0.0,0.0,0.0
WF-3-BJ30,496404.19,5404664.22,9.47,24.9,113.26,235.1729,4.00,0.0,0.0,0.0
WF-3-BJ31,496429.23,5404664.22,8.56,24.9,114.23,233.8007,4.00,0.0,0.0,0.0
WF-3-BJ32,496454.27,5404664.22,8.04,24.9,114.76,233.0157,4.00,0.0,0.0,0.0
WF-3-BJ33,496479.31,5404664.22,7.64,25.0,115.16,232.4234,4.00,0.0,0.0,0.0
WF-3-BJ34,496504.35,5404664.22,7.29,25.0,115.50,231.9126,4.00,0.0,0.0,0.0
WF-3-BJ35,496529.39,5404664.22,7.88,25.0,115.03,232.7277,4.00,0.0,0.0,0.0
WF-3-BJ36,496554.43,5404664.22,8.48,24.9,114.55,233.5428,4.00,0.0,0.0,0.0
WF-3-BJ37,496579.47,5404664.22,9.29,24.9,113.95,234.6216,4.00,0.0,0.0,0.0
WF-3-BJ38,496604.51,5404664.22,10.48,24.9,113.13,236.1632,4.00,0.0,0.0,0.0
WF-3-BJ39,496629.55,5404664.22,11.67,24.9,112.30,237.7048,4.00,0.0,0.0,0.0
WF-3-BJ40,496654.59,5404664.22,12.87,24.9,111.59,239.1320,4.00,0.0,0.0,0.0
WF-3-BJ41,496679.63,5404664.22,14.08,24.8,110.94,240.5023,4.00,0.0,0.0,0.0
WF-3-BJ42,496704.67,5404664.22,15.29,24.8,110.29,241.8726,4.00,0.0,0.0,0.0
WF-3-BJ43,496729.71,5404664.22,16.29,24.8,109.95,242.7629,4.00,0.0,0.0,0.0
WF-3-BJ44,496754.75,5404664.22,17.29,24.8,109.61,243.6399,4.00,0.0,0.0,0.0
WF-3-BJ45,496779.79,5404664.22,18.23,24.8,109.35,244.3930,4.00,0.0,0.0,0.0
WF-3-BJ46,496804.83,5404664.22,19.02,24.8,109.26,244.8248,4.00,0.0,0.0,0.0
WF-3-BJ47,496829.87,5404664.22,19.81,24.8,109.18,245.2565,4.00,0.0,0.0,0.0
WF-3-BJ48,496854.91,5404664.22,20.50,24.8,109.17,245.5432,4.00,0.0,0.0,0.0
WF-3-BJ49,496879.95,5404664.22,21.13,24.8,109.22,245.7262,4.00,0.0,0.0,0.0
WF-3-BJ50,496904.99,5404664.22,21.75,24.8,109.27,245.9092,4.00,0.0,0.0,0.0
WF-3-BJ51,496930.03,5404664.22,22.26,24.8,109.32,246.1333,4.00,0.0,0.0,0.0
WF-3-BJ52,496955.07,5404664.22,22.76,24.8,109.38,246.3625,4.00,0.0,0.0,0.0
WF-3-BJ53,496980.11,5404664.22,23.23,24.8,109.40,246.6742,4.00,0.0,0.0,0.0
WF-3-BJ54,497005.15,5404664.22,23.61,24.8,109.32,247.3297,4.00,0.0,0.0,0.0
WF-3-BJ55,497030.19,5404664.22,23.98,24.9,109.24,247.9852,4.00,0.0,0.0,0.0
WF-3-BJ56,497055.23,5404664.22,24.29,24.9,109.04,249.0447,4.00,0.0,0.0,0.0
WF-3-BJ57,497080.27,5404664.22,24.54,24.9,108.69,250.5105,4.00,0.0,0.0,0.0
WF-3-BJ58,497105.31,5404664.22,24.79,24.9,108.35,251.9763,4.00,0.0,0.0,0.0
WF-3-BJ59,497130.35,5404664.22,24.95,24.9,107.74,254.2678,4.00,0.0,0.0,0.0
WF-3-BJ60,497155.39,5404664.22,25.09,24.9,107.06,256.7611,4.00,0.0,0.0,0.0
WF-3-BJ61,497180.43,5404664.22,25.21,24.9,106.34,259.3538,4.00,0.0,0.0,0.0
WF-3-BJ62,497205.47,5404664.22,25.28,24.9,105.33,262.7620,4.00,0.0,0.0,0.0
WF-3-BJ63,497230.51,5404664.22,25.35,24.9,104.31,266.1701,4.00,0.0,0.0,0.0
WF-3-BJ64,497255.55,5404664.22,25.43,24.9,103.19,269.7737,4.00,0.0,0.0,0.0
WF-3-BJ65,497280.59,5404664.22,25.50,24.9,101.92,273.6541,4.00,0.0,0.0,0.0
WF-3-BJ66,497305.63,5404664.22,25.58,24.9,100.65,277.5345,4.00,0.0,0.0,0.0
WF-3-BJ67,497330.67,5404664.22,25.72,24.9,99.28,281.3409,4.00,0.0,0.0,0.0
WF-3-BJ68,497355.71,5404664.22,25.89,24.9,97.86,285.1183,4.00,0.0,0.0,0.0
WF-3-BJ69,497380.75,5404664.22,26.06,24.9,96.44,288.8824,4.00,0.0,0.0,0.0
WF-3-BJ70,497405.79,5404664.22,26.36,24.9,94.96,292.1084,4.00,0.0,0.0,0.0
WF-3-BJ71,497430.83,5404664.22,26.66,24.9,93.48,295.3344,4.00,0.0,0.0,0.0
WF-3-BJ72,497455.87,5404664.22,26.98,24.9,92.03,298.3262,4.00,0.0,0.0,0.0
WF-3-BJ73,497480.91,5404664.22,27.34,24.9,90.63,300.8403,4.00,0.0,0.0,0.0
WF-3-BJ74,497505.95,5404664.22,27.71,24.9,89.23,303.3544,4.00,0.0,0.0,0.0
WF-3-BJ75,497530.99,5404664.22,27.99,25.0,88.02,305.5060,4.00,0.0,0.0,0.0
WF-3-BJ76,497556.03,5404664.22,28.21,25.0,86.92,307.4484,4.00,0.0,0.0,0.0
WF-3-BJ77,497581.07,5404664.22,28.43,25.0,85.82,309.3907,4.00,0.0,0.0,0.0
WF-3-BJ78,497606.11,5404664.22,28.27,25.0,85.20,311.1593,4.00,0.0,0.0,0.0
WF-3-BJ79,497631.15,5404664.22,28.08,25.0,84.62,312.9167,4.00,0.0,0.0,0.0
WF-3-BJ80,497656.19,5404664.22,27.78,25.0,84.14,314.7561,4.00,0.0,0.0,0.0
WF-3-BJ81,497681.23,5404664.22,27.10,25.0,84.00,316.8494,4.00,0.0,0.0,0.0
WF-3-BJ82,497706.27,5404664.22,26.43,25.0,83.85,318.9427,4.00,0.0,0.0,0.0
WF-3-BJ83,497731.31,5404664.22,25.59,25.0,83.74,321.4498,4.00,0.0,0.0,0.0
WF-3-BJ84,497756.35,5404664.22,24.62,25.0,83.68,324.2962,4.00,0.0,0.0,0.0
WF-3-BJ85,497781.39,5404664.22,23.65,25.0,83.61,327.1427,4.00,0.0,0.0,0.0
WF-3-BJ86,497806.43,5404664.22,22.66,25.0,83.24,330.7575,4.00,0.0,0.0,0.0
WF-3-BJ87,497831.47,5404664.22,21.67,25.0,82.83,334.5032,4.00,0.0,0.0,0.0
WF-3-BJ88,497856.51,5404664.22,20.71,25.0,82.28,338.3883,4.00,0.0,0.0,0.0
WF-3-BJ89,497881.55,5404664.22,19.93,25.0,81.01,343.0073,4.00,0.0,0.0,0.0
WF-3-BJ90,497906.59,5404664.22,19.15,25.0,79.73,347.6263,4.00,0.0,0.0,0.0
WF-3-BJ91,497931.63,5404664.22,18.57,25.0,77.53,352.7528,4.00,0.0,0.0,0.0
WF-3-BJ92,497956.67,5404664.22,18.22,25.0,74.25,358.4642,4.00,0.0,0.0,0.0
WF-3-BJ93,497981.71,5404664.22,17.87,25.0,70.97,364.1756,4.00,0.0,0.0,0.0
WF-3-BJ94,498006.75,5404664.22,17.94,25.0,65.81,370.3926,4.00,0.0,0.0,0.0
WF-3-BJ95,498031.79,5404664.22,18.13,25.0,60.07,376.7610,4.00,0.0,0.0,0.0
WF-3-BJ96,498056.83,5404664.22,18.32,25.0,54.76,382.6241,4.00,0.0,0.0,0.0
WF-3-BJ97,498081.87,5404664.22,18.38,25.0,54.71,382.2367,4.00,0.0,0.0,0.0
WF-3-BJ98,498106.91,5404664.22,18.44,25.0,54.65,381.8494,4.00,0.0,0.0,0.0
WF-3-BJ99,498131.95,5404664.22,18.46,25.0,56.44,379.2120,4.00,0.0,0.0,0.0
WF-3-BJ100,498156.99,5404664.22,18.39,25.0,61.25,372.9017,4.00,0.0,0.0,0.0
WF-3-BJ101,498182.03,5404664.22,18.31,25.0,66.05,366.5915,4.00,0.0,0.0,0.0
WF-3-BJ102,498207.07,5404664.22,18.39,25.0,70.22,360.4474,4.00,0.0,0.0,0.0
WF-3-BJ103,498232.11,5404664.22,18.53,25.0,74.09,354.3798,4.00,0.0,0.0,0.0
WF-3-BJ104,498257.15,5404664.22,18.66,25.0,77.97,348.3122,4.00,0.0,0.0,0.0
WF-3-BJ105,498282.19,5404664.22,18.93,25.0,81.12,343.3714,4.00,0.0,0.0,0.0
WF-3-BJ106,498307.23,5404664.22,19.20,25.0,84.27,338.4420,4.00,0.0,0.0,0.0
WF-3-BJ107,498332.27,5404664.22,19.49,25.0,87.49,333.8016,4.00,0.0,0.0,0.0
WF-3-BJ108,498357.31,5404664.22,19.82,25.0,90.90,329.8516,4.00,0.0,0.0,0.0
WF-3-BJ109,498382.35,5404664.22,20.16,25.0,94.31,325.9016,4.00,0.0,0.0,0.0
WF-3-BJ110,498407.39,5404664.22,20.53,25.0,98.39,322.3977,4.00,0.0,0.0,0.0
WF-3-BJ111,498432.43,5404664.22,20.92,25.0,102.92,319.1910,4.00,0.0,0.0,0.0
WF-3-BJ112,498457.47,5404664.22,21.32,25.0,107.45,315.9842,4.00,0.0,0.0,0.0
WF-3-BJ113,498482.51,5404664.22,21.75,25.0,113.14,313.3711,4.00,0.0,0.0,0.0
WF-3-BJ114,498507.55,5404664.22,22.19,25.0,118.94,310.8201,4.00,0.0,0.0,0.0
WF-3-BJ115,498532.59,5404664.22,22.59,25.0,124.48,308.5008,4.00,0.0,0.0,0.0
WF-3-BJ116,498557.63,5404664.22,22.90,25.0,129.02,307.0510,4.00,0.0,0.0,0.0
WF-3-BJ117,498582.67,5404664.22,23.20,25.0,133.56,305.6012,4.00,0.0,0.0,0.0
WF-3-BJ118,498607.71,5404664.22,23.33,25.0,135.18,305.0231,4.00,0.0,0.0,0.0
WF-3-BJ119,498632.75,5404664.22,23.28,25.0,134.05,305.2645,4.00,0.0,0.0,0.0
WF-3-BJ120,498657.79,5404664.22,23.24,25.0,132.91,305.5058,4.00,0.0,0.0,0.0
WF-3-BJ121,498682.83,5404664.22,23.13,25.0,128.40,306.5034,4.00,0.0,0.0,0.0
WF-3-BJ122,498707.87,5404664.22,23.00,25.0,123.16,307.6664,4.00,0.0,0.0,0.0
WF-3-BJ123,498732.91,5404664.22,22.92,25.0,118.00,308.8045,4.00,0.0,0.0,0.0
WF-3-BJ124,498757.95,5404664.22,23.10,25.0,113.51,309.7691,4.00,0.0,0.0,0.0
WF-3-BJ125,498782.99,5404664.22,23.29,25.0,109.01,310.7337,4.00,0.0,0.0,0.0
WF-3-BJ126,498808.03,5404664.22,23.64,25.0,105.46,311.5122,4.00,0.0,0.0,0.0
WF-3-BJ127,498833.07,5404664.22,24.18,25.0,103.14,312.0450,4.00,0.0,0.0,0.0
WF-3-BJ128,498858.11,5404664.22,24.73,25.0,100.82,312.5777,4.00,0.0,0.0,0.0
WF-3-BJ129,498883.14,5404664.22,25.41,25.0,99.66,312.8980,4.00,0.0,0.0,0.0
WF-3-BJ130,498908.18,5404689.88,27.42,25.0,101.70,313.5060,4.00,0.0,0.0,0.0
WF-3-BJ131,498908.18,5404715.55,28.95,25.0,104.04,314.0062,4.00,0.0,0.0,0.0
WF-3-BJ132,498908.18,5404741.22,30.62,25.0,106.14,314.5805,4.00,0.0,0.0,0.0
WF-3-BJ133,498908.18,5404766.88,32.41,25.0,108.13,315.1644,4.00,0.0,0.0,0.0
WF-3-BJ134,498908.18,5404792.55,34.40,25.0,109.93,315.7635,4.00,0.0,0.0,0.0
WF-3-BJ135,498908.18,5404818.22,36.36,25.0,111.68,316.3402,4.00,0.0,0.0,0.0
WF-3-BJ136,498908.18,5404843.88,38.06,25.0,113.06,316.7628,4.00,0.0,0.0,0.0
WF-3-BJ137,498908.18,5404869.55,39.76,25.0,114.44,317.1853,4.00,0.0,0.0,0.0
WF-3-BJ138,498908.18,5404895.22,40.46,25.0,115.02,317.5365,4.00,0.0,0.0,0.0
WF-3-BJ139,498908.18,5404920.88,41.01,25.0,115.48,317.8765,4.00,0.0,0.0,0.0
WF-3-BJ140,498908.18,5404946.55,40.73,25.0,115.37,318.4349,4.00,0.0,0.0,0.0
WF-3-BJ141,498883.14,5404972.22,37.86,25.0,113.52,319.6539,4.00,0.0,0.0,0.0
WF-3-BJ142,498858.11,5404972.22,35.86,25.0,112.21,320.1477,4.00,0.0,0.0,0.0
WF-3-BJ143,498833.07,5404972.22,33.99,25.0,111.07,320.5742,4.00,0.0,0.0,0.0
WF-3-BJ144,498808.03,5404972.22,32.13,25.0,109.92,321.0006,4.00,0.0,0.0,0.0
WF-3-BJ145,498782.99,5404972.22,30.55,25.0,108.97,321.3610,4.00,0.0,0.0,0.0
WF-3-BJ146,498757.95,5404972.22,29.18,25.0,108.18,321.6714,4.00,0.0,0.0,0.0
WF-3-BJ147,498732.91,5404972.22,27.81,25.0,107.38,321.9817,4.00,0.0,0.0,0.0
WF-3-BJ148,498707.87,5404972.22,26.82,25.0,106.73,322.3091,4.00,0.0,0.0,0.0
WF-3-BJ149,498682.83,5404972.22,25.88,25.0,106.10,322.6390,4.00,0.0,0.0,0.0
WF-3-BJ150,498657.79,5404972.22,24.99,25.0,105.47,323.0018,4.00,0.0,0.0,0.0
WF-3-BJ151,498632.75,5404972.22,24.32,25.0,104.80,323.5153,4.00,0.0,0.0,0.0
WF-3-BJ152,498607.71,5404972.22,23.65,25.0,104.13,324.0288,4.00,0.0,0.0,0.0
WF-3-BJ153,498582.67,5404972.22,23.05,25.0,103.39,324.6872,4.00,0.0,0.0,0.0
WF-3-BJ154,498557.63,5404972.22,22.52,25.0,102.58,325.4997,4.00,0.0,0.0,0.0
WF-3-BJ155,498532.59,5404972.22,21.99,25.0,101.77,326.3122,4.00,0.0,0.0,0.0
WF-3-BJ156,498507.55,5404972.22,21.51,25.0,100.89,327.3902,4.00,0.0,0.0,0.0
WF-3-BJ157,498482.51,5404972.22,21.04,25.0,99.98,328.5388,4.00,0.0,0.0,0.0
WF-3-BJ158,498457.47,5404972.22,20.57,25.0,99.08,329.7157,4.00,0.0,0.0,0.0
WF-3-BJ159,498432.43,5404972.22,20.11,25.0,98.22,331.1633,4.00,0.0,0.0,0.0
WF-3-BJ160,498407.39,5404972.22,19.65,25.0,97.36,332.6108,4.00,0.0,0.0,0.0
WF-3-BJ161,498382.35,5404972.22,19.19,25.0,96.59,334.1413,4.00,0.0,0.0,0.0
WF-3-BJ162,498357.31,5404972.22,18.73,25.0,95.93,335.7964,4.00,0.0,0.0,0.0
WF-3-BJ163,498332.27,5404972.22,18.28,25.0,95.28,337.4514,4.00,0.0,0.0,0.0
WF-3-BJ164,498307.23,5404972.22,17.81,25.0,94.85,339.1687,4.00,0.0,0.0,0.0
WF-3-BJ165,498282.19,5404972.22,17.35,25.0,94.50,340.9120,4.00,0.0,0.0,0.0
WF-3-BJ166,498257.15,5404972.22,16.89,25.0,94.16,342.6552,4.00,0.0,0.0,0.0
WF-3-BJ167,498232.11,5404972.22,16.43,25.0,94.12,344.3811,4.00,0.0,0.0,0.0
WF-3-BJ168,498207.07,5404972.22,15.97,25.0,94.09,346.1070,4.00,0.0,0.0,0.0
WF-3-BJ169,498182.03,5404972.22,15.53,25.0,94.09,347.8197,4.00,0.0,0.0,0.0
WF-3-BJ170,498156.99,5404972.22,15.10,25.0,94.18,349.5039,4.00,0.0,0.0,0.0
WF-3-BJ171,498131.95,5404972.22,14.67,25.0,94.27,351.1882,4.00,0.0,0.0,0.0
WF-3-BJ172,498106.91,5404972.22,14.28,25.0,94.21,352.8964,4.00,0.0,0.0,0.0
WF-3-BJ173,498081.87,5404972.22,13.92,25.0,94.07,354.6193,4.00,0.0,0.0,0.0
WF-3-BJ174,498056.83,5404972.22,13.56,25.0,93.94,356.3423,4.00,0.0,0.0,0.0
WF-3-BJ175,498031.79,5404972.22,13.31,25.0,93.46,357.9399,4.00,0.0,0.0,0.0
WF-3-BJ176,498006.75,5404972.22,13.07,25.0,92.96,359.5275,4.00,0.0,0.0,0.0
WF-3-BJ177,497981.71,5404972.22,12.89,25.0,92.46,360.8622,4.00,0.0,0.0,0.0
WF-3-BJ178,497956.67,5404972.22,12.87,25.0,91.99,361.3519,4.00,0.0,0.0,0.0
WF-3-BJ179,497931.63,5404972.22,12.86,25.0,91.52,361.8416,4.00,0.0,0.0,0.0
WF-3-BJ180,497906.59,5404972.22,13.00,25.0,91.25,361.3813,4.00,0.0,0.0,0.0
WF-3-BJ181,497881.55,5404972.22,13.28,25.0,91.17,360.0965,4.00,0.0,0.0,0.0
WF-3-BJ182,497856.51,5404972.22,13.56,25.0,91.08,358.8118,4.00,0.0,0.0,0.0
WF-3-BJ183,497831.47,5404972.22,13.97,25.0,91.30,356.6678,4.00,0.0,0.0,0.0
WF-3-BJ184,497806.43,5404972.22,14.41,25.0,91.59,354.3607,4.00,0.0,0.0,0.0
WF-3-BJ185,497781.39,5404972.22,14.83,25.0,91.92,352.0895,4.00,0.0,0.0,0.0
WF-3-BJ186,497756.35,5404972.22,15.21,25.0,92.53,350.0289,4.00,0.0,0.0,0.0
WF-3-BJ187,497731.31,5404972.22,15.58,25.0,93.14,347.9684,4.00,0.0,0.0,0.0
WF-3-BJ188,497706.27,5404972.22,15.85,25.0,93.88,346.5073,4.00,0.0,0.0,0.0
WF-3-BJ189,497681.23,5404972.22,15.99,25.0,94.80,345.7771,4.00,0.0,0.0,0.0
WF-3-BJ190,497656.19,5404972.22,16.13,25.0,95.72,345.0469,4.00,0.0,0.0,0.0
WF-3-BJ191,497631.15,5404972.22,16.04,25.0,96.79,345.8400,4.00,0.0,0.0,0.0
WF-3-BJ192,497606.11,5404972.22,15.87,25.0,97.91,347.1256,4.00,0.0,0.0,0.0
WF-3-BJ193,497581.07,5404972.22,15.70,25.0,99.01,348.4887,4.00,0.0,0.0,0.0
WF-3-BJ194,497556.03,5404972.22,15.36,25.0,99.92,351.0496,4.00,0.0,0.0,0.0
WF-3-BJ195,497530.99,5404972.22,15.02,25.0,100.82,353.6106,4.00,0.0,0.0,0.0
WF-3-BJ196,497505.95,5404972.22,14.77,25.0,101.47,355.5316,4.00,0.0,0.0,0.0
WF-3-BJ197,497480.91,5404972.22,14.66,25.0,101.69,356.3436,4.00,0.0,0.0,0.0
WF-3-BJ198,497455.87,5404972.22,14.56,25.0,101.91,357.1556,4.00,0.0,0.0,0.0
WF-3-BJ199,497430.83,5404972.22,14.73,25.0,101.80,355.5079,4.00,0.0,0.0,0.0
